Player,Team,Pos,Age,G,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,SH,SF,HBP,AVG,OBP,SLG,OPS
Reese McGuire,BOS,C,29,,139,10,29,3,0,3,18,3,0,13,39,1.0,3.0,2,0.209,0.28,0.295,0.575
Tommy Edman,LAD,OF,29,37.0,139,20,33,5,1,6,20,6,0,11,30,0.0,2.0,1,0.237,0.294,0.417,0.711
Sam Hilliard,COL,OF,31,58.0,138,26,33,5,1,10,27,5,2,14,56,4.0,2.0,0,0.239,0.305,0.507,0.812
Tyler Wade,SD,3B,30,90.0,138,28,30,3,0,0,8,8,1,11,29,4.0,0.0,2,0.217,0.285,0.239,0.524
Whit Merrifield,ATL,2B,36,42.0,137,23,34,5,2,1,4,6,2,20,33,3.0,0.0,1,0.248,0.348,0.336,0.684
Luis Arraez,MIA,1B,27,33.0,137,22,41,8,1,0,5,0,0,8,11,1.0,0.0,2,0.299,0.347,0.372,0.719
Matt Carpenter,STL,DH,39,59.0,137,15,32,7,0,4,15,0,2,15,51,0.0,2.0,2,0.234,0.314,0.372,0.686
Pavin Smith,ARI,OF,29,60.0,137,26,37,11,0,9,36,1,0,18,31,0.0,3.0,0,0.27,0.348,0.547,0.895
Joey Loperfido,TOR,OF,25,43.0,137,13,27,8,3,2,9,2,1,6,52,0.0,0.0,1,0.197,0.236,0.343,0.579
James Outman,LAD,OF,27,53.0,136,12,20,4,0,4,11,2,1,16,55,0.0,0.0,4,0.147,0.256,0.265,0.521
Miguel Vargas,CWS,3B,25,42.0,135,11,14,3,0,2,7,2,1,17,41,0.0,2.0,3,0.104,0.217,0.17,0.387
Martin Maldonado,CWS,C,38,48.0,135,9,16,3,0,4,11,0,0,8,51,3.0,0.0,1,0.119,0.174,0.23,0.404
Luke Maile,CIN,C,34,55.0,135,8,24,4,0,2,8,2,0,13,52,1.0,1.0,4,0.178,0.268,0.252,0.52
Kris Bryant,COL,DH,33,37.0,133,9,29,5,0,2,15,0,0,13,48,,,8,0.218,0.323,0.301,0.624
Austin Hedges,CLE,C,32,66.0,132,12,20,3,0,2,15,2,0,6,50,3.0,2.0,3,0.152,0.203,0.22,0.423
Gio Urshela,ATL,3B,33,36.0,132,9,35,9,0,4,15,0,0,4,23,0.0,0.0,0,0.265,0.287,0.424,0.711
Danny Mendick,CWS,SS,31,47.0,132,13,26,7,0,3,8,6,0,6,35,1.0,0.0,2,0.197,0.243,0.318,0.561
Jonathan Aranda,TB,1B,26,44.0,128,22,30,7,0,6,14,0,0,12,32,0.0,1.0,2,0.234,0.308,0.43,0.738
Andruw Monasterio,MIL,2B,27,59.0,125,14,26,5,0,1,16,6,2,16,40,0.0,0.0,1,0.208,0.303,0.272,0.575
Grant McCray,SF,OF,24,37.0,124,13,25,3,2,5,10,5,0,6,56,0.0,0.0,0,0.202,0.238,0.379,0.617
J.D. Davis,OAK,3B,31,39.0,123,12,29,4,0,4,5,0,0,9,30,0.0,0.0,3,0.236,0.304,0.366,0.67
Curtis Mead,TB,2B,24,38.0,122,10,29,3,0,1,7,2,0,6,30,0.0,1.0,2,0.238,0.282,0.287,0.569
Dylan Carlson,STL,OF,26,59.0,121,12,24,5,0,0,11,0,1,12,37,0.0,3.0,2,0.198,0.275,0.24,0.515
Andres Chaparro,WSH,DH,25,33.0,121,12,26,12,0,4,15,1,1,7,24,0.0,0.0,4,0.215,0.28,0.413,0.693
Darell Hernaiz,OAK,3B,23,48.0,120,8,23,3,0,1,12,1,1,11,27,1.0,2.0,1,0.192,0.261,0.242,0.503
Dairon Blanco,KC,OF,31,88.0,120,37,31,4,0,4,13,31,7,8,32,1.0,1.0,1,0.258,0.308,0.392,0.7
Dylan Crews,WSH,OF,22,31.0,119,12,26,5,1,3,8,12,3,11,26,0.0,1.0,1,0.218,0.288,0.353,0.641
Luis Torrens,NYM,C,28,48.0,118,14,27,8,0,3,15,0,1,9,28,0.0,1.0,2,0.229,0.292,0.373,0.665
Riley Adams,WSH,C,28,41.0,116,10,26,5,1,2,8,1,0,10,35,0.0,,2,0.224,0.292,0.336,0.628
Christian Encarnacion-Strand,CIN,1B,25,29.0,116,13,22,6,0,2,16,0,0,4,35,0.0,2.0,1,0.19,0.22,0.293,0.513
Jesse Winker,NYM,OF,31,44.0,115,12,28,5,0,3,13,0,0,10,22,0.0,1.0,3,0.243,0.318,0.365,0.683
Dylan Carlson,TB,OF,26,37.0,114,7,25,2,0,3,14,2,0,10,38,0.0,0.0,3,0.219,0.299,0.316,0.615
Kody Clemens,PHI,3B,28,44.0,114,17,25,9,1,5,18,0,0,5,29,0.0,0.0,1,0.219,0.258,0.447,0.705
Brooks Baldwin,CWS,2B,24,33.0,114,9,24,6,0,2,8,4,0,6,31,1.0,0.0,0,0.211,0.25,0.316,0.566
Jerar Encarnacion,SF,OF,27,35.0,113,13,28,5,0,5,19,1,0,5,34,0.0,1.0,0,0.248,0.277,0.425,0.702
Jose Abreu,HOU,1B,38,35.0,113,10,14,2,0,2,7,0,0,4,28,0.0,,2,0.124,0.167,0.195,0.362
Cavan Biggio,TOR,2B,29,44.0,110,15,22,4,0,2,9,2,0,14,42,0.0,0.0,6,0.2,0.323,0.291,0.614
Michael Stefanic,LAA,2B,29,40.0,110,8,24,4,0,0,8,0,0,10,20,1.0,0.0,3,0.218,0.301,0.255,0.556
Trey Sweeney,DET,SS,24,36.0,110,11,24,5,0,4,17,2,0,7,32,0.0,1.0,1,0.218,0.269,0.373,0.642
Mike Trout,LAA,OF,33,29.0,109,17,24,1,2,10,14,6,1,16,27,0.0,0.0,1,0.22,0.325,0.541,0.866
Curt Casali,SF,C,36,41.0,108,12,21,3,0,1,8,0,0,13,22,2.0,0.0,2,0.194,0.293,0.25,0.543
Paul DeJong,KC,SS,31,37.0,108,15,24,3,0,6,15,0,1,9,44,0.0,2.0,0,0.222,0.277,0.417,0.694
Derek Hill,MIA,OF,29,32.0,107,11,25,4,1,4,18,4,1,2,39,2.0,1.0,2,0.234,0.259,0.402,0.661
Casey Schmitt,SF,2B,25,40.0,107,11,27,4,1,6,16,0,0,4,25,0.0,1.0,1,0.252,0.283,0.477,0.76
Joey Loperfido,HOU,OF,25,38.0,106,11,25,5,1,2,16,2,1,7,43,1.0,1.0,3,0.236,0.299,0.358,0.657
Robbie Grossman,TEX,OF,35,,105,13,25,4,0,3,10,1,0,16,25,0.0,1.0,0,0.238,0.336,0.362,0.698
Vaughn Grissom,BOS,2B,24,31.0,105,10,20,3,0,0,6,2,0,7,24,0.0,1.0,1,0.19,0.246,0.219,0.465
Cristian Pache,PHI,OF,26,50.0,104,9,21,5,1,0,9,0,0,13,43,0.0,1.0,0,0.202,0.288,0.269,0.557
Luis Guillorme,LAA,2B,30,51.0,104,6,24,5,1,0,3,1,2,11,23,1.0,1.0,0,0.231,0.302,0.298,0.6
Henry Davis,PIT,C,25,37.0,104,9,15,4,0,1,5,0,0,13,45,1.0,2.0,1,0.144,0.242,0.212,0.454
Brett Harris,OAK,3B,26,36.0,103,15,15,3,0,3,12,0,3,17,25,0.0,1.0,2,0.146,0.276,0.262,0.538
Carson Kelly,TEX,C,30,31.0,102,11,24,5,0,2,8,0,0,8,15,0.0,0.0,0,0.235,0.291,0.343,0.634
Tommy Pham,KC,OF,36,23.0,101,9,23,3,1,2,8,1,0,3,27,0.0,,0,0.228,0.25,0.337,0.587
Bryan Ramos,CWS,3B,22,32.0,99,13,20,4,0,3,11,0,2,7,22,0.0,1.0,0,0.202,0.252,0.333,0.585
Alex Call,WSH,OF,30,30.0,99,15,34,9,0,3,14,5,1,12,19,0.0,0.0,2,0.343,0.425,0.525,0.95
Heston Kjerstad,BAL,OF,26,39.0,99,8,25,2,0,4,14,1,0,10,33,0.0,0.0,5,0.253,0.351,0.394,0.745
Miles Mastrobuoni,CHC,3B,29,50.0,98,9,19,3,0,0,4,2,0,7,17,0.0,1.0,0,0.194,0.245,0.224,0.469
Estevan Florial,CLE,OF,27,36.0,98,11,17,6,2,3,11,2,1,11,41,1.0,0.0,1,0.173,0.264,0.367,0.631
Nick Allen,OAK,SS,26,41.0,97,6,17,4,0,1,4,0,0,5,20,3.0,0.0,0,0.175,0.216,0.247,0.463
Jose Herrera,ARI,C,28,42.0,97,11,22,4,1,1,13,0,0,9,27,7.0,1.0,0,0.227,0.29,0.32,0.61
Ryan Noda,OAK,1B,28,36.0,95,8,13,4,0,1,4,0,0,14,37,1.0,0.0,1,0.137,0.255,0.211,0.466
Alek Thomas,ARI,OF,24,39.0,95,13,18,5,1,3,17,4,1,7,17,1.0,0.0,0,0.189,0.245,0.358,0.603
Eloy Jimenez,BAL,DH,28,33.0,95,7,22,5,0,1,7,0,0,4,23,0.0,0.0,1,0.232,0.27,0.316,0.586
Dane Myers,MIA,OF,28,44.0,95,17,25,6,1,3,19,4,1,8,36,0.0,2.0,3,0.263,0.333,0.442,0.775
Oliver Dunn,MIL,2B,27,41.0,95,11,21,2,2,1,7,3,0,6,40,1.0,0.0,2,0.221,0.282,0.316,0.598
Trevor Story,BOS,SS,32,26.0,94,8,24,7,0,2,10,6,3,11,33,0.0,0.0,1,0.255,0.34,0.394,0.734
Aaron Schunk,COL,3B,27,39.0,94,14,22,3,0,2,7,0,1,4,31,0.0,0.0,0,0.234,0.265,0.33,0.595
Luis Urias,SEA,3B,27,41.0,94,11,18,7,0,4,16,0,0,9,34,0.0,0.0,6,0.191,0.303,0.394,0.697
Niko Kavadas,LAA,DH,26,30.0,93,11,17,2,0,4,8,1,0,11,41,0.0,0.0,2,0.183,0.283,0.333,0.616
Jacob Wilson,OAK,SS,22,28.0,92,11,23,2,2,0,3,0,0,8,10,1.0,,1,0.25,0.314,0.315,0.629
Sean Bouchard,COL,OF,28,31.0,91,14,17,7,0,1,8,4,0,12,33,1.0,2.0,2,0.187,0.29,0.297,0.587
Yan Gomes,CHC,C,37,34.0,91,7,14,2,0,2,7,0,0,2,36,1.0,1.0,1,0.154,0.179,0.242,0.421
Austin Slater,SF,OF,32,43.0,90,12,18,1,0,1,9,2,1,16,31,0.0,3.0,3,0.2,0.33,0.244,0.574
Andrew Knizner,TEX,C,30,37.0,90,5,15,1,0,1,9,0,0,1,22,0.0,1.0,1,0.167,0.183,0.211,0.394
Weston Wilson,PHI,OF,30,41.0,88,13,25,7,1,3,10,3,0,8,29,0.0,1.0,1,0.284,0.347,0.489,0.836
Alika Williams,PIT,SS,25,37.0,87,13,18,4,2,0,5,1,0,3,22,5.0,0.0,1,0.207,0.242,0.299,0.541
Nick Madrigal,CHC,2B,27,51.0,86,5,19,3,0,0,10,1,0,4,10,1.0,0.0,3,0.221,0.28,0.256,0.536
Trey Cabbage,HOU,OF,27,45.0,86,12,18,8,0,1,8,1,1,4,34,0.0,0.0,1,0.209,0.253,0.337,0.59
Ali Sanchez,MIA,C,28,31.0,84,5,14,2,0,0,4,2,1,4,24,6.0,1.0,1,0.167,0.211,0.19,0.401
Dillon Dingler,DET,C,26,27.0,84,2,14,5,2,1,11,0,0,3,30,0.0,0.0,0,0.167,0.195,0.31,0.505
Miguel Sano,LAA,1B,31,,83,9,17,3,0,2,6,0,0,9,36,0.0,1.0,2,0.205,0.295,0.313,0.608
Bobby Dalbec,BOS,1B,29,37.0,83,6,11,2,0,1,8,3,0,8,43,1.0,0.0,1,0.133,0.217,0.193,0.41
Tomas Nido,NYM,C,30,32.0,83,9,19,2,0,3,8,0,0,4,20,2.0,1.0,0,0.229,0.261,0.361,0.622
Griffin Conine,MIA,OF,27,30.0,82,14,22,4,1,3,12,0,0,6,28,0.0,0.0,1,0.268,0.326,0.451,0.777
Christian Bethancourt,MIA,C,33,38.0,82,9,13,3,0,2,7,0,0,3,22,2.0,0.0,1,0.159,0.198,0.268,0.466
Will Wagner,TOR,2B,26,24.0,82,8,25,6,0,2,11,0,0,4,16,0.0,0.0,0,0.305,0.337,0.451,0.788
Tucker Barnhart,ARI,C,34,31.0,81,13,14,3,0,0,6,1,0,13,31,2.0,0.0,0,0.173,0.287,0.21,0.497
Danny Jansen,BOS,C,29,30.0,80,8,15,0,0,3,6,0,0,15,19,0.0,0.0,1,0.188,0.323,0.3,0.623
Adrian Del Castillo,ARI,C,25,25.0,80,12,25,5,0,4,19,1,1,7,28,0.0,0.0,0,0.313,0.368,0.525,0.893
Jace Jung,DET,3B,24,34.0,79,14,19,5,0,0,3,0,1,15,29,0.0,0.0,0,0.241,0.362,0.304,0.666
Austin Hays,PHI,OF,29,22.0,78,8,20,5,0,2,6,2,1,0,19,0.0,0.0,2,0.256,0.275,0.397,0.672
Eddie Rosario,ATL,OF,33,24.0,78,7,12,1,0,3,9,1,0,3,23,1.0,2.0,0,0.154,0.181,0.282,0.463
Nick Sogard,BOS,SS,27,31.0,77,13,21,4,0,0,8,3,0,7,25,0.0,2.0,0,0.273,0.326,0.325,0.651
Nathan Lukes,TOR,OF,30,22.0,76,13,23,4,2,1,10,1,0,10,9,2.0,3.0,0,0.303,0.371,0.447,0.818
Marco Luciano,SF,SS,23,27.0,76,10,16,5,1,0,3,0,1,5,28,0.0,0.0,0,0.211,0.259,0.303,0.562
Ji Hwan Bae,PIT,OF,25,29.0,74,11,14,2,0,0,6,6,2,6,24,0.0,1.0,0,0.189,0.247,0.216,0.463
Harold Ramirez,WSH,DH,30,25.0,74,7,18,4,1,1,16,1,0,2,17,0.0,0.0,1,0.243,0.273,0.365,0.638
Jose Azocar,SD,OF,28,61.0,73,13,16,2,0,0,2,5,1,5,19,1.0,0.0,0,0.219,0.269,0.247,0.516
Akil Baddoo,DET,OF,26,31.0,73,7,10,2,2,2,5,1,0,8,27,0.0,1.0,0,0.137,0.22,0.301,0.521
Mark Canha,SF,OF,36,32.0,73,4,21,3,0,0,4,3,0,9,17,0.0,1.0,2,0.288,0.376,0.329,0.705
Cavan Biggio,LAD,2B,29,30.0,73,11,14,1,0,3,10,0,0,10,28,2.0,,2,0.192,0.306,0.329,0.635
Leo Rivas,SEA,2B,27,43.0,73,10,17,1,1,0,8,3,0,10,24,2.0,0.0,1,0.233,0.333,0.274,0.607
Eric Wagaman,LAA,3B,27,18.0,72,6,18,5,0,2,10,0,0,2,17,0.0,0.0,0,0.25,0.27,0.403,0.673
Miguel Vargas,LAD,3B,25,30.0,71,11,17,4,0,3,9,1,0,8,16,0.0,1.0,0,0.239,0.313,0.423,0.736
Brandon Crawford,STL,SS,38,29.0,71,5,12,5,0,1,4,0,0,8,26,0.0,,1,0.169,0.263,0.282,0.545
Robbie Grossman,CWS,OF,35,25.0,71,6,15,4,0,0,4,2,0,13,20,0.0,1.0,0,0.211,0.329,0.268,0.597
Jose Fermin,STL,2B,25,45.0,71,7,11,1,1,0,4,2,1,7,11,,0.0,1,0.155,0.241,0.197,0.438
Daniel Vogelbach,TOR,DH,32,31.0,70,5,13,5,0,1,8,0,0,9,17,,0.0,0,0.186,0.278,0.3,0.578
Chuckie Robinson,CWS,C,30,26.0,70,2,9,0,0,0,0,0,0,5,20,0.0,0.0,1,0.129,0.197,0.129,0.326
Garrett Cooper,BOS,1B,34,24.0,70,3,12,4,0,0,5,0,0,3,22,0.0,0.0,2,0.171,0.227,0.229,0.456
Ramon Laureano,CLE,OF,30,31.0,70,7,10,3,0,1,4,3,1,7,32,0.0,1.0,5,0.143,0.265,0.229,0.494
Austin Slater,BAL,OF,32,33.0,69,10,17,3,0,1,6,1,1,8,23,0.0,0.0,2,0.246,0.342,0.333,0.675
Tommy Pham,STL,OF,36,23.0,68,7,14,3,1,2,12,0,0,7,16,0.0,1.0,1,0.206,0.286,0.368,0.654
Joshua Palacios,PIT,OF,29,,67,10,15,2,0,2,9,1,0,10,12,0.0,0.0,1,0.224,0.333,0.343,0.676
Bligh Madris,DET,OF,28,21.0,67,8,18,3,0,1,5,0,0,6,20,0.0,1.0,0,0.269,0.324,0.358,0.682
Jacob Amaya,CWS,SS,26,23.0,67,4,12,1,0,0,3,1,0,4,28,0.0,0.0,0,0.179,0.225,0.194,0.419
Zach DeLoach,CWS,OF,26,22.0,67,10,14,5,0,1,5,0,1,8,21,0.0,0.0,0,0.209,0.293,0.328,0.621
Jack Lopez,LAA,2B,32,27.0,67,4,17,3,0,1,6,0,1,2,25,1.0,0.0,1,0.254,0.286,0.343,0.629
Eric Haase,MIL,C,32,30.0,66,10,18,1,0,5,14,0,0,3,28,0.0,0.0,0,0.273,0.304,0.515,0.819
Jon Berti,NYY,3B,35,25.0,66,10,18,0,0,1,6,5,1,6,14,1.0,0.0,1,0.273,0.342,0.318,0.66
Omar Narvaez,NYM,C,33,28.0,65,4,10,2,0,0,5,0,0,3,12,1.0,0.0,0,0.154,0.191,0.185,0.376
Emmanuel Rivera,BAL,3B,28,27.0,64,9,20,3,1,4,14,0,0,6,18,,2.0,1,0.313,0.37,0.578,0.948
Braden Shewmake,CWS,SS,27,29.0,64,4,8,2,0,1,4,5,1,1,10,0.0,2.0,0,0.125,0.134,0.203,0.337
Alan Trejo,COL,SS,28,28.0,63,4,9,0,0,0,1,0,0,2,15,1.0,0.0,1,0.143,0.182,0.143,0.325
Bryce Johnson,SD,OF,29,47.0,63,9,13,2,0,0,4,1,1,7,12,3.0,0.0,0,0.206,0.286,0.238,0.524
Brian Serven,TOR,C,29,28.0,63,6,10,4,0,0,3,0,0,5,22,1.0,0.0,2,0.159,0.243,0.222,0.465
Ryan Bliss,SEA,2B,25,33.0,63,10,14,3,1,2,9,5,3,5,22,2.0,0.0,1,0.222,0.29,0.397,0.687
Zach Dezenzo,HOU,1B,24,19.0,62,5,15,2,0,2,8,0,0,3,22,0.0,0.0,0,0.242,0.277,0.371,0.648
Nasim Nunez,WSH,SS,24,51.0,61,14,15,1,0,0,1,8,2,12,15,5.0,0.0,0,0.246,0.37,0.262,0.632
Mike Ford,CIN,DH,32,17.0,60,2,9,0,1,1,4,0,0,2,15,0.0,0.0,0,0.15,0.177,0.233,0.41
Pablo Reyes,BOS,SS,31,21.0,60,4,11,2,0,0,5,1,2,3,19,0.0,0.0,1,0.183,0.234,0.217,0.451
Cristian Pache,MIA,OF,26,35.0,60,4,11,3,0,1,7,1,0,4,21,0.0,0.0,0,0.183,0.234,0.283,0.517
Kevin Kiermaier,LAD,OF,34,34.0,59,7,12,2,1,1,8,1,2,2,20,2.0,0.0,1,0.203,0.242,0.322,0.564
Ryan Kreidler,DET,SS,27,35.0,59,9,7,0,0,1,2,5,3,6,19,0.0,0.0,0,0.119,0.2,0.169,0.369
David Dahl,PHI,OF,30,19.0,58,6,12,2,0,3,8,0,0,3,21,0.0,1.0,0,0.207,0.242,0.397,0.639
Ben Gamel,HOU,OF,32,20.0,58,13,15,3,0,1,4,0,0,11,17,0.0,0.0,0,0.259,0.377,0.362,0.739
Christian Bethancourt,CHC,C,33,24.0,57,9,16,4,0,3,15,3,0,2,14,0.0,0.0,0,0.281,0.305,0.509,0.814
Aaron Hicks,LAA,OF,35,18.0,57,6,8,0,0,1,5,0,0,6,23,0.0,0.0,0,0.14,0.222,0.193,0.415
Amed Rosario,CIN,2B,29,22.0,57,6,9,0,0,1,4,3,0,1,23,0.0,0.0,1,0.158,0.186,0.211,0.397
Drew Millas,WSH,C,27,20.0,57,7,14,1,0,1,1,4,0,5,16,0.0,0.0,0,0.246,0.306,0.316,0.622
Jasson Dominguez,NYY,OF,22,18.0,56,8,10,1,0,2,4,5,0,11,19,0.0,0.0,0,0.179,0.313,0.304,0.617
Esteury Ruiz,OAK,OF,26,29.0,55,10,11,2,1,2,8,5,4,4,20,2.0,2.0,2,0.2,0.27,0.382,0.652
Jason Heyward,HOU,OF,35,24.0,55,8,12,2,0,4,9,1,0,5,17,0.0,0.0,0,0.218,0.283,0.473,0.756
Jacob Hurtubise,CIN,OF,27,29.0,54,7,10,1,1,0,4,2,0,6,18,4.0,1.0,3,0.185,0.297,0.241,0.538
Zack Short,ATL,2B,29,30.0,54,9,8,3,0,0,5,2,0,12,16,2.0,0.0,1,0.148,0.313,0.204,0.517
Yuli Gurriel,KC,1B,40,18.0,54,7,13,3,0,0,6,1,0,9,15,0.0,2.0,0,0.241,0.338,0.296,0.634
Jared Walsh,TEX,1B,31,17.0,53,9,12,2,0,1,7,0,0,7,21,0.0,0.0,0,0.226,0.317,0.321,0.638
Eguy Rosario,SD,3B,25,30.0,53,5,13,6,0,3,6,0,0,2,20,1.0,0.0,1,0.245,0.286,0.528,0.814
David Hensley,MIA,DH,28,23.0,52,9,11,1,0,1,4,1,0,6,17,0.0,0.0,0,0.212,0.293,0.288,0.581
Chadwick Tromp,ATL,C,29,19.0,52,3,13,6,0,0,6,0,0,1,17,0.0,1.0,0,0.25,0.259,0.365,0.624
Drew Romo,COL,C,23,16.0,51,4,9,3,0,0,6,0,1,2,18,0.0,0.0,0,0.176,0.208,0.235,0.443
Kyren Paris,LAA,SS,23,21.0,51,4,6,2,0,1,5,1,0,7,17,,0.0,0,0.118,0.224,0.216,0.44
Rafael Marchan,PHI,C,25,17.0,51,8,15,4,0,3,6,0,0,3,8,,0.0,1,0.294,0.345,0.549,0.894
Cole Tucker,LAA,OF,28,25.0,50,3,9,4,1,0,3,3,1,6,17,,1.0,0,0.18,0.263,0.3,0.563
Avisail Garcia,MIA,OF,33,18.0,50,4,12,1,0,2,2,0,0,1,13,0.0,0.0,0,0.24,0.255,0.38,0.635
Mason McCoy,SD,SS,29,19.0,49,7,10,2,0,0,3,1,0,5,19,3.0,0.0,0,0.204,0.278,0.245,0.523
Tyler Black,MIL,DH,24,18.0,49,4,10,2,0,0,2,3,0,7,17,0.0,0.0,1,0.204,0.316,0.245,0.561
Thomas Saggese,STL,2B,22,18.0,49,5,10,2,0,1,4,0,0,2,14,0.0,,1,0.204,0.25,0.306,0.556
Billy Cook,PIT,OF,26,16.0,49,5,11,2,0,3,8,1,0,0,19,0.0,0.0,0,0.224,0.224,0.449,0.673
Nick Ahmed,LAD,SS,34,17.0,48,6,11,0,0,1,2,1,0,1,14,0.0,0.0,0,0.229,0.245,0.292,0.537
Tomas Nido,CHC,C,30,17.0,47,5,6,2,0,1,4,0,0,1,15,1.0,,0,0.128,0.143,0.234,0.377
Davis Wendzel,TEX,3B,27,27.0,47,2,6,2,0,1,2,0,0,1,12,0.0,0.0,1,0.128,0.163,0.234,0.397
Rece Hinds,CIN,OF,24,24.0,46,9,12,4,1,5,11,2,0,4,16,0.0,0.0,1,0.261,0.333,0.717,1.05
David Bote,CHC,2B,31,37.0,46,4,14,4,0,0,6,0,0,2,13,0.0,0.0,0,0.304,0.333,0.391,0.724
Luke Williams,ATL,SS,28,37.0,46,8,9,3,0,0,4,3,0,4,13,1.0,0.0,1,0.196,0.275,0.261,0.536
Gustavo Campero,LAA,OF,27,13.0,46,6,11,0,1,1,6,3,0,0,8,0.0,,2,0.239,0.271,0.348,0.619
Tyler Locklear,SEA,1B,24,16.0,45,3,7,1,0,2,3,1,0,3,20,,0.0,1,0.156,0.224,0.311,0.535
Ryan Vilade,DET,OF,26,17.0,45,5,8,0,0,1,5,0,0,2,12,1.0,1.0,0,0.178,0.208,0.244,0.452
Derek Hill,TEX,OF,29,16.0,43,5,11,0,0,3,5,2,1,2,14,0.0,0.0,0,0.256,0.289,0.465,0.754
Jahmai Jones,NYY,DH,27,33.0,42,8,10,1,1,1,4,1,1,2,16,1.0,0.0,2,0.238,0.304,0.381,0.685
Austin Shenton,TB,3B,27,19.0,42,3,9,5,0,1,3,0,0,8,14,0.0,0.0,0,0.214,0.34,0.405,0.745
Justin Foscue,TEX,DH,25,15.0,42,3,2,1,0,0,1,0,0,2,18,0.0,0.0,0,0.048,0.091,0.071,0.162
Rene Pinto,TB,C,28,19.0,42,5,9,3,0,2,6,0,0,4,18,1.0,1.0,1,0.214,0.292,0.429,0.721
Coby Mayo,BAL,3B,23,17.0,41,4,4,0,0,0,0,0,0,4,22,0.0,0.0,1,0.098,0.196,0.098,0.294
Shay Whitcomb,HOU,3B,26,20.0,41,1,9,3,0,0,5,0,0,5,8,0.0,0.0,0,0.22,0.304,0.293,0.597
Jonatan Clase,SEA,OF,22,19.0,41,4,8,1,0,0,3,3,0,2,14,0.0,0.0,0,0.195,0.233,0.22,0.453
Luken Baker,STL,DH,27,21.0,40,3,7,1,1,2,10,1,0,7,11,0.0,2.0,0,0.175,0.286,0.4,0.686
Jamie Westbrook,BOS,OF,29,21.0,40,4,6,2,0,2,7,0,0,4,14,,2.0,1,0.15,0.234,0.35,0.584
Yoan Moncada,CWS,3B,29,12.0,40,4,11,3,1,0,0,1,0,5,11,0.0,0.0,0,0.275,0.356,0.4,0.756
Luisangel Acuna,NYM,SS,22,14.0,39,6,12,2,1,3,6,0,1,1,6,0.0,0.0,0,0.308,0.325,0.641,0.966
Eli White,ATL,OF,30,35.0,39,9,11,1,1,1,4,3,1,1,12,0.0,0.0,2,0.282,0.333,0.436,0.769
Seby Zavala,SEA,C,31,18.0,39,4,6,2,0,1,2,0,0,3,16,1.0,0.0,0,0.154,0.214,0.282,0.496
Jhonny Pereda,MIA,C,28,20.0,39,2,9,0,0,0,4,0,0,0,10,0.0,0.0,1,0.231,0.25,0.231,0.481
Nick Yorke,PIT,2B,22,11.0,37,4,8,0,0,2,5,2,0,4,12,0.0,1.0,0,0.216,0.286,0.378,0.664
Armando Alvarez,OAK,3B,30,16.0,37,7,9,1,0,0,2,1,0,2,8,0.0,0.0,0,0.243,0.282,0.27,0.552
Steward Berroa,TOR,OF,25,28.0,37,7,7,1,0,0,1,6,2,8,14,0.0,0.0,0,0.189,0.333,0.216,0.549
Garrett Cooper,CHC,1B,34,12.0,37,3,10,1,1,1,6,0,0,4,13,0.0,0.0,0,0.27,0.341,0.432,0.773
Jonathan Ornelas,TEX,SS,24,18.0,37,1,8,2,0,0,3,0,0,2,13,1.0,0.0,0,0.216,0.256,0.27,0.526
Luis Guillorme,ARI,2B,30,,37,6,6,2,0,0,4,3,0,11,8,0.0,1.0,0,0.162,0.347,0.216,0.563
Joey Wendle,NYM,3B,34,18.0,36,3,8,1,0,0,1,1,0,1,9,0.0,0.0,0,0.222,0.243,0.25,0.493
Kyle Stowers,BAL,OF,27,19.0,36,3,11,4,0,1,9,0,1,0,13,0.0,1.0,0,0.306,0.297,0.5,0.797
Adael Amador,COL,2B,21,10.0,35,1,6,1,0,0,0,1,0,1,6,0.0,0.0,0,0.171,0.194,0.2,0.394
Logan Driscoll,TB,C,27,15.0,35,2,6,0,0,1,5,0,0,1,6,0.0,1.0,0,0.171,0.189,0.257,0.446
Jordyn Adams,LAA,OF,25,11.0,35,4,8,0,0,1,4,2,0,3,12,0.0,0.0,0,0.229,0.289,0.314,0.603
David Villar,SF,2B,28,11.0,35,3,9,4,0,1,4,0,0,1,13,0.0,1.0,0,0.257,0.27,0.457,0.727
Javier Sanoja,MIA,OF,22,15.0,35,3,8,2,0,0,2,0,0,1,4,0.0,0.0,0,0.229,0.25,0.286,0.536
Tom Murphy,SF,C,33,13.0,34,3,4,1,0,1,2,0,0,4,14,0.0,0.0,0,0.118,0.211,0.235,0.446
Oscar Colas,CWS,OF,26,13.0,33,1,9,0,0,0,4,0,1,4,10,0.0,0.0,1,0.273,0.368,0.273,0.641
Zach Remillard,CWS,2B,31,15.0,33,3,8,1,1,0,1,1,0,5,10,1.0,0.0,0,0.242,0.342,0.333,0.675
Connor Norby,BAL,3B,24,9.0,32,3,6,1,0,2,3,0,0,0,12,0.0,0.0,0,0.188,0.188,0.406,0.594
Graham Pauley,SD,3B,24,13.0,32,4,4,0,0,2,5,0,0,0,15,,0.0,0,0.125,0.125,0.313,0.438
Blake Sabol,SF,C,27,11.0,32,3,10,2,0,0,1,0,0,5,9,0.0,0.0,1,0.313,0.421,0.375,0.796
